soc_code,sic_code,byear_grp,name,title_matched,element,daily,weekly
49-2021.00,61.2,2009,Wireless telecommunications activities,"Radio, Cellular, and Tower Equipment Installers and Repairers",Work With Work Group or Team,57.01,82.99
49-2021.00,61.2,2009,Wireless telecommunications activities,"Radio, Cellular, and Tower Equipment Installers and Repairers",Deal With External Customers,36.76,49.86
49-2021.00,64.22,2008,Mobile telecommunication carriers,"Radio, Cellular, and Tower Equipment Installers and Repairers",Public Speaking,0,0
49-2021.00,64.22,2008,Mobile telecommunication carriers,"Radio, Cellular, and Tower Equipment Installers and Repairers",Face-to-Face Discussions,82.92,93.85
49-2021.00,64.22,2008,Mobile telecommunication carriers,"Radio, Cellular, and Tower Equipment Installers and Repairers",Contact With Others,49.42,80.81
49-2021.00,64.22,2008,Mobile telecommunication carriers,"Radio, Cellular, and Tower Equipment Installers and Repairers",Work With Work Group or Team,57.01,82.99
49-2021.00,64.22,2008,Mobile telecommunication carriers,"Radio, Cellular, and Tower Equipment Installers and Repairers",Deal With External Customers,36.76,49.86
49-2092.00,31.1,2008,"Manufacture of electric motors, generators and transformers","Electric Motor, Power Tool, and Related Repairers",Public Speaking,8.72,8.72
49-2092.00,31.1,2008,"Manufacture of electric motors, generators and transformers","Electric Motor, Power Tool, and Related Repairers",Face-to-Face Discussions,67.63,100
49-2092.00,31.1,2008,"Manufacture of electric motors, generators and transformers","Electric Motor, Power Tool, and Related Repairers",Contact With Others,51.48,64.49
49-2092.00,31.1,2008,"Manufacture of electric motors, generators and transformers","Electric Motor, Power Tool, and Related Repairers",Work With Work Group or Team,42.56,68.85
49-2092.00,31.1,2008,"Manufacture of electric motors, generators and transformers","Electric Motor, Power Tool, and Related Repairers",Deal With External Customers,25.04,52.13
49-2093.00,71.23,2008,Renting of air transport equipment,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Public Speaking,11.98,11.98
49-2093.00,71.23,2008,Renting of air transport equipment,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Face-to-Face Discussions,79.13,79.13
49-2093.00,71.23,2008,Renting of air transport equipment,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Contact With Others,56.46,72.94
49-2093.00,71.23,2008,Renting of air transport equipment,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Work With Work Group or Team,43.89,55.62
49-2093.00,71.23,2008,Renting of air transport equipment,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Deal With External Customers,13.08,20.72
49-2094.00,31.62,2008,Manufacture of other electrical equipment n.e.c.,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Public Speaking,0,21.34
49-2094.00,31.62,2008,Manufacture of other electrical equipment n.e.c.,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Face-to-Face Discussions,67.73,95.33
49-2094.00,31.62,2008,Manufacture of other electrical equipment n.e.c.,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Contact With Others,68.83,68.89
49-2094.00,31.62,2008,Manufacture of other electrical equipment n.e.c.,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Work With Work Group or Team,74.87,76.15
49-2094.00,31.62,2008,Manufacture of other electrical equipment n.e.c.,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Deal With External Customers,0,36.04
49-2094.00,33.14,2009,Repair of electrical equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Public Speaking,0,21.34
49-2094.00,33.14,2009,Repair of electrical equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Face-to-Face Discussions,67.73,95.33
49-2094.00,33.14,2009,Repair of electrical equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Contact With Others,68.83,68.89
49-2094.00,33.14,2009,Repair of electrical equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Work With Work Group or Team,74.87,76.15
49-2094.00,33.14,2009,Repair of electrical equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Deal With External Customers,0,36.04
49-2094.00,95.11,2009,Repair of computers and peripheral equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Public Speaking,0,21.34
49-2094.00,95.11,2009,Repair of computers and peripheral equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Face-to-Face Discussions,67.73,95.33
49-2094.00,95.11,2009,Repair of computers and peripheral equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Contact With Others,68.83,68.89
49-2094.00,95.11,2009,Repair of computers and peripheral equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Work With Work Group or Team,74.87,76.15
49-2094.00,95.11,2009,Repair of computers and peripheral equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Deal With External Customers,0,36.04
49-2094.00,27.9,2008,Manufacture of other electrical equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Public Speaking,0,21.34
49-2094.00,27.9,2008,Manufacture of other electrical equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Face-to-Face Discussions,67.73,95.33
49-2094.00,27.9,2008,Manufacture of other electrical equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Contact With Others,68.83,68.89
49-2094.00,27.9,2008,Manufacture of other electrical equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Work With Work Group or Team,74.87,76.15
49-2094.00,27.9,2008,Manufacture of other electrical equipment,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Deal With External Customers,0,36.04
49-2097.00,32.3,2008,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus and associated goods",Audiovisual Equipment Installers and Repairers,Public Speaking,19.38,19.38
49-2097.00,32.3,2008,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus and associated goods",Audiovisual Equipment Installers and Repairers,Face-to-Face Discussions,48.45,100
49-2097.00,32.3,2008,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus and associated goods",Audiovisual Equipment Installers and Repairers,Contact With Others,37.61,57.25
49-2097.00,32.3,2008,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus and associated goods",Audiovisual Equipment Installers and Repairers,Work With Work Group or Team,46.32,65.97
49-2097.00,32.3,2008,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus and associated goods",Audiovisual Equipment Installers and Repairers,Deal With External Customers,49.69,97.72
49-2098.00,45.34,2008,Other buiding installation,Security and Fire Alarm Systems Installers,Public Speaking,11.02,23.97
49-2098.00,45.34,2008,Other buiding installation,Security and Fire Alarm Systems Installers,Face-to-Face Discussions,73.56,100
49-2098.00,45.34,2008,Other buiding installation,Security and Fire Alarm Systems Installers,Contact With Others,72.19,85.87
49-2098.00,45.34,2008,Other buiding installation,Security and Fire Alarm Systems Installers,Work With Work Group or Team,23.79,81.41
49-2098.00,45.34,2008,Other buiding installation,Security and Fire Alarm Systems Installers,Deal With External Customers,53.15,83.45
49-2098.00,80.2,2009,Security systems service activities,Security and Fire Alarm Systems Installers,Public Speaking,11.02,23.97
49-2098.00,80.2,2009,Security systems service activities,Security and Fire Alarm Systems Installers,Face-to-Face Discussions,73.56,100
49-2098.00,80.2,2009,Security systems service activities,Security and Fire Alarm Systems Installers,Contact With Others,72.19,85.87
49-2098.00,80.2,2009,Security systems service activities,Security and Fire Alarm Systems Installers,Work With Work Group or Team,23.79,81.41
49-2098.00,80.2,2009,Security systems service activities,Security and Fire Alarm Systems Installers,Deal With External Customers,53.15,83.45
49-3021.00,34.2,2008,"Manufacture of bodies (coachwork) for motor vehicles, manufacture of trailers and semi-trailers",Automotive Body and Related Repairers,Public Speaking,0,5.27
49-3021.00,34.2,2008,"Manufacture of bodies (coachwork) for motor vehicles, manufacture of trailers and semi-trailers",Automotive Body and Related Repairers,Face-to-Face Discussions,64.8,78.47
49-3021.00,34.2,2008,"Manufacture of bodies (coachwork) for motor vehicles, manufacture of trailers and semi-trailers",Automotive Body and Related Repairers,Contact With Others,39.23,58.17
49-3021.00,34.2,2008,"Manufacture of bodies (coachwork) for motor vehicles, manufacture of trailers and semi-trailers",Automotive Body and Related Repairers,Work With Work Group or Team,11.65,50.18
49-3021.00,34.2,2008,"Manufacture of bodies (coachwork) for motor vehicles, manufacture of trailers and semi-trailers",Automotive Body and Related Repairers,Deal With External Customers,0.14,18.76
49-3051.00,35.12,2008,Building and repairing of pleasure and sporting boats,Motorboat Mechanics and Service Technicians,Public Speaking,0,3.2
49-3051.00,35.12,2008,Building and repairing of pleasure and sporting boats,Motorboat Mechanics and Service Technicians,Face-to-Face Discussions,85.8,90.07
49-3051.00,35.12,2008,Building and repairing of pleasure and sporting boats,Motorboat Mechanics and Service Technicians,Contact With Others,53.39,80.82
49-3051.00,35.12,2008,Building and repairing of pleasure and sporting boats,Motorboat Mechanics and Service Technicians,Work With Work Group or Team,33.67,67.73
49-3051.00,35.12,2008,Building and repairing of pleasure and sporting boats,Motorboat Mechanics and Service Technicians,Deal With External Customers,45.55,68.68
49-3052.00,45.403,2009,Maintenance and repair of motorcycles,Motorcycle Mechanics,Public Speaking,0,16.91
49-3052.00,45.403,2009,Maintenance and repair of motorcycles,Motorcycle Mechanics,Face-to-Face Discussions,78.25,84.95
49-3052.00,45.403,2009,Maintenance and repair of motorcycles,Motorcycle Mechanics,Contact With Others,77.79,90.11
49-3052.00,45.403,2009,Maintenance and repair of motorcycles,Motorcycle Mechanics,Work With Work Group or Team,49.89,92.63
49-3052.00,45.403,2009,Maintenance and repair of motorcycles,Motorcycle Mechanics,Deal With External Customers,39.33,64.7
49-3091.00,50.401,2008,"Commission- and wholesale of motorcycles, parts and accessories",Bicycle Repairers,Public Speaking,1.49,1.49
49-3091.00,50.401,2008,"Commission- and wholesale of motorcycles, parts and accessories",Bicycle Repairers,Face-to-Face Discussions,82.66,82.66
49-3091.00,50.401,2008,"Commission- and wholesale of motorcycles, parts and accessories",Bicycle Repairers,Contact With Others,52.53,85.85
49-3091.00,50.401,2008,"Commission- and wholesale of motorcycles, parts and accessories",Bicycle Repairers,Work With Work Group or Team,5.91,55.26
49-3091.00,50.401,2008,"Commission- and wholesale of motorcycles, parts and accessories",Bicycle Repairers,Deal With External Customers,84.74,98.51
49-3093.00,25.12,2008,Retreading and rebuilding of rubber tyres,Tire Repairers and Changers,Public Speaking,11.46,16.68
49-3093.00,25.12,2008,Retreading and rebuilding of rubber tyres,Tire Repairers and Changers,Face-to-Face Discussions,73.06,86.74
49-3093.00,25.12,2008,Retreading and rebuilding of rubber tyres,Tire Repairers and Changers,Contact With Others,73.84,87.33
49-3093.00,25.12,2008,Retreading and rebuilding of rubber tyres,Tire Repairers and Changers,Work With Work Group or Team,64.32,81.48
49-3093.00,25.12,2008,Retreading and rebuilding of rubber tyres,Tire Repairers and Changers,Deal With External Customers,48.43,86.22
49-9012.00,32.1,2008,Manufacture of electronic valves and tubes and other electronic components,"Control and Valve Installers and Repairers, Except Mechanical Door",Public Speaking,1.67,4.14
49-9012.00,32.1,2008,Manufacture of electronic valves and tubes and other electronic components,"Control and Valve Installers and Repairers, Except Mechanical Door",Face-to-Face Discussions,95.34,99.12
49-9012.00,32.1,2008,Manufacture of electronic valves and tubes and other electronic components,"Control and Valve Installers and Repairers, Except Mechanical Door",Contact With Others,73.57,87.48
49-9012.00,32.1,2008,Manufacture of electronic valves and tubes and other electronic components,"Control and Valve Installers and Repairers, Except Mechanical Door",Work With Work Group or Team,57.6,89.84
49-9012.00,32.1,2008,Manufacture of electronic valves and tubes and other electronic components,"Control and Valve Installers and Repairers, Except Mechanical Door",Deal With External Customers,52.32,64.79
49-9021.00,43.22,2009,"Plumbing, heat and air-conditioning installation","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Public Speaking,0,0.23
49-9021.00,43.22,2009,"Plumbing, heat and air-conditioning installation","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Face-to-Face Discussions,71.57,85.46
49-9021.00,43.22,2009,"Plumbing, heat and air-conditioning installation","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Contact With Others,62.42,98.55
49-9021.00,43.22,2009,"Plumbing, heat and air-conditioning installation","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Work With Work Group or Team,33.67,87.16
49-9021.00,43.22,2009,"Plumbing, heat and air-conditioning installation","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Deal With External Customers,44.75,73.32
49-9021.00,43.222,2009,Refrigeration- and heat pump installation,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Public Speaking,0,0.23
49-9021.00,43.222,2009,Refrigeration- and heat pump installation,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Face-to-Face Discussions,71.57,85.46
49-9021.00,43.222,2009,Refrigeration- and heat pump installation,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Contact With Others,62.42,98.55
49-9021.00,43.222,2009,Refrigeration- and heat pump installation,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Work With Work Group or Team,33.67,87.16
49-9021.00,43.222,2009,Refrigeration- and heat pump installation,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Deal With External Customers,44.75,73.32
49-9021.00,43.22,2008,"Plumbing, heat and air-conditioning installation","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Public Speaking,0,0.23
49-9021.00,43.22,2008,"Plumbing, heat and air-conditioning installation","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Face-to-Face Discussions,71.57,85.46
49-9021.00,43.22,2008,"Plumbing, heat and air-conditioning installation","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Contact With Others,62.42,98.55
49-9021.00,43.22,2008,"Plumbing, heat and air-conditioning installation","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Work With Work Group or Team,33.67,87.16
49-9021.00,43.22,2008,"Plumbing, heat and air-conditioning installation","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Deal With External Customers,44.75,73.32
49-9031.00,29.71,2008,Manufacture of electric domestic appliances,Home Appliance Repairers,Public Speaking,6.43,12.83
49-9031.00,29.71,2008,Manufacture of electric domestic appliances,Home Appliance Repairers,Face-to-Face Discussions,88.98,89.37
49-9031.00,29.71,2008,Manufacture of electric domestic appliances,Home Appliance Repairers,Contact With Others,87.48,96.56
49-9031.00,29.71,2008,Manufacture of electric domestic appliances,Home Appliance Repairers,Work With Work Group or Team,29.4,59.79
49-9031.00,29.71,2008,Manufacture of electric domestic appliances,Home Appliance Repairers,Deal With External Customers,77.31,95.97
49-9031.00,29.72,2008,Manufacture of non-electric domestic appliances,Home Appliance Repairers,Public Speaking,6.43,12.83
49-9031.00,29.72,2008,Manufacture of non-electric domestic appliances,Home Appliance Repairers,Face-to-Face Discussions,88.98,89.37
49-9031.00,29.72,2008,Manufacture of non-electric domestic appliances,Home Appliance Repairers,Contact With Others,87.48,96.56
49-9031.00,29.72,2008,Manufacture of non-electric domestic appliances,Home Appliance Repairers,Work With Work Group or Team,29.4,59.79
49-9031.00,29.72,2008,Manufacture of non-electric domestic appliances,Home Appliance Repairers,Deal With External Customers,77.31,95.97
49-9031.00,52.72,2008,Repair of electrical household goods,Home Appliance Repairers,Public Speaking,6.43,12.83
49-9031.00,52.72,2008,Repair of electrical household goods,Home Appliance Repairers,Face-to-Face Discussions,88.98,89.37
49-9031.00,52.72,2008,Repair of electrical household goods,Home Appliance Repairers,Contact With Others,87.48,96.56
49-9031.00,52.72,2008,Repair of electrical household goods,Home Appliance Repairers,Work With Work Group or Team,29.4,59.79
49-9031.00,52.72,2008,Repair of electrical household goods,Home Appliance Repairers,Deal With External Customers,77.31,95.97
49-9031.00,95.22,2009,Repair of household appliances and home and garden equipment,Home Appliance Repairers,Public Speaking,6.43,12.83
49-9031.00,95.22,2009,Repair of household appliances and home and garden equipment,Home Appliance Repairers,Face-to-Face Discussions,88.98,89.37
49-9031.00,95.22,2009,Repair of household appliances and home and garden equipment,Home Appliance Repairers,Contact With Others,87.48,96.56
49-9031.00,95.22,2009,Repair of household appliances and home and garden equipment,Home Appliance Repairers,Work With Work Group or Team,29.4,59.79
49-9031.00,95.22,2009,Repair of household appliances and home and garden equipment,Home Appliance Repairers,Deal With External Customers,77.31,95.97
49-9031.00,95.29,2009,Repair of other personal and household goods,Home Appliance Repairers,Public Speaking,6.43,12.83
49-9031.00,95.29,2009,Repair of other personal and household goods,Home Appliance Repairers,Face-to-Face Discussions,88.98,89.37
49-9031.00,95.29,2009,Repair of other personal and household goods,Home Appliance Repairers,Contact With Others,87.48,96.56
49-9031.00,95.29,2009,Repair of other personal and household goods,Home Appliance Repairers,Work With Work Group or Team,29.4,59.79
49-9031.00,95.29,2009,Repair of other personal and household goods,Home Appliance Repairers,Deal With External Customers,77.31,95.97
49-9041.00,33.2,2008,Installation of industrial machinery and equipment,Industrial Machinery Mechanics,Public Speaking,1.78,1.78
49-9041.00,33.2,2008,Installation of industrial machinery and equipment,Industrial Machinery Mechanics,Face-to-Face Discussions,77.65,92.62
49-9041.00,33.2,2008,Installation of industrial machinery and equipment,Industrial Machinery Mechanics,Contact With Others,41.37,90.19
49-9041.00,33.2,2008,Installation of industrial machinery and equipment,Industrial Machinery Mechanics,Work With Work Group or Team,54.14,82.81
49-9041.00,33.2,2008,Installation of industrial machinery and equipment,Industrial Machinery Mechanics,Deal With External Customers,0.74,13.31
49-9043.00,33.12,2009,Repair of machinery,"Maintenance Workers, Machinery",Public Speaking,5.22,5.22
49-9043.00,33.12,2009,Repair of machinery,"Maintenance Workers, Machinery",Face-to-Face Discussions,67.19,93.44
49-9043.00,33.12,2009,Repair of machinery,"Maintenance Workers, Machinery",Contact With Others,49.42,86.96
49-9043.00,33.12,2009,Repair of machinery,"Maintenance Workers, Machinery",Work With Work Group or Team,36.44,74.8
49-9043.00,33.12,2009,Repair of machinery,"Maintenance Workers, Machinery",Deal With External Customers,11.64,19.21
49-9043.00,45.2,2009,Maintenance and repair of motor vehicles,"Maintenance Workers, Machinery",Public Speaking,5.22,5.22
49-9043.00,45.2,2009,Maintenance and repair of motor vehicles,"Maintenance Workers, Machinery",Face-to-Face Discussions,67.19,93.44
49-9043.00,45.2,2009,Maintenance and repair of motor vehicles,"Maintenance Workers, Machinery",Contact With Others,49.42,86.96
49-9043.00,45.2,2009,Maintenance and repair of motor vehicles,"Maintenance Workers, Machinery",Work With Work Group or Team,36.44,74.8
49-9043.00,45.2,2009,Maintenance and repair of motor vehicles,"Maintenance Workers, Machinery",Deal With External Customers,11.64,19.21
49-9043.00,50.2,2008,Maintenance and repair of motor vehicles,"Maintenance Workers, Machinery",Public Speaking,5.22,5.22
49-9043.00,50.2,2008,Maintenance and repair of motor vehicles,"Maintenance Workers, Machinery",Face-to-Face Discussions,67.19,93.44
49-9043.00,50.2,2008,Maintenance and repair of motor vehicles,"Maintenance Workers, Machinery",Contact With Others,49.42,86.96
49-9043.00,50.2,2008,Maintenance and repair of motor vehicles,"Maintenance Workers, Machinery",Work With Work Group or Team,36.44,74.8
49-9043.00,50.2,2008,Maintenance and repair of motor vehicles,"Maintenance Workers, Machinery",Deal With External Customers,11.64,19.21
49-9043.00,33.12,2008,Repair of machinery,"Maintenance Workers, Machinery",Public Speaking,5.22,5.22
49-9043.00,33.12,2008,Repair of machinery,"Maintenance Workers, Machinery",Face-to-Face Discussions,67.19,93.44
49-9043.00,33.12,2008,Repair of machinery,"Maintenance Workers, Machinery",Contact With Others,49.42,86.96
49-9043.00,33.12,2008,Repair of machinery,"Maintenance Workers, Machinery",Work With Work Group or Team,36.44,74.8
49-9043.00,33.12,2008,Repair of machinery,"Maintenance Workers, Machinery",Deal With External Customers,11.64,19.21
49-9044.00,28.3,2009,Manufacture of agricultural and forestry machinery,Millwrights,Public Speaking,4.17,25
49-9044.00,28.3,2009,Manufacture of agricultural and forestry machinery,Millwrights,Face-to-Face Discussions,95.83,100
49-9044.00,28.3,2009,Manufacture of agricultural and forestry machinery,Millwrights,Contact With Others,54.17,87.5
49-9044.00,28.3,2009,Manufacture of agricultural and forestry machinery,Millwrights,Work With Work Group or Team,47.83,86.96
49-9044.00,28.3,2009,Manufacture of agricultural and forestry machinery,Millwrights,Deal With External Customers,4.55,27.28
49-9044.00,35.43,2008,Manufacture of invalid carriages,Millwrights,Public Speaking,4.17,25
49-9044.00,35.43,2008,Manufacture of invalid carriages,Millwrights,Face-to-Face Discussions,95.83,100
49-9044.00,35.43,2008,Manufacture of invalid carriages,Millwrights,Contact With Others,54.17,87.5
49-9044.00,35.43,2008,Manufacture of invalid carriages,Millwrights,Work With Work Group or Team,47.83,86.96
49-9044.00,35.43,2008,Manufacture of invalid carriages,Millwrights,Deal With External Customers,4.55,27.28
49-9044.00,46.63,2009,"Wholesale of mining, construction and civil engineering machinery",Millwrights,Public Speaking,4.17,25
49-9044.00,46.63,2009,"Wholesale of mining, construction and civil engineering machinery",Millwrights,Face-to-Face Discussions,95.83,100
49-9044.00,46.63,2009,"Wholesale of mining, construction and civil engineering machinery",Millwrights,Contact With Others,54.17,87.5
49-9044.00,46.63,2009,"Wholesale of mining, construction and civil engineering machinery",Millwrights,Work With Work Group or Team,47.83,86.96
49-9044.00,46.63,2009,"Wholesale of mining, construction and civil engineering machinery",Millwrights,Deal With External Customers,4.55,27.28
49-9044.00,46.691,2009,Wholesale of machinery and equipment for energy production and installation,Millwrights,Public Speaking,4.17,25
49-9044.00,46.691,2009,Wholesale of machinery and equipment for energy production and installation,Millwrights,Face-to-Face Discussions,95.83,100
49-9044.00,46.691,2009,Wholesale of machinery and equipment for energy production and installation,Millwrights,Contact With Others,54.17,87.5
49-9044.00,46.691,2009,Wholesale of machinery and equipment for energy production and installation,Millwrights,Work With Work Group or Team,47.83,86.96
49-9044.00,46.691,2009,Wholesale of machinery and equipment for energy production and installation,Millwrights,Deal With External Customers,4.55,27.28
49-9044.00,51.82,2008,"Wholesale of mining, construction and civil engineering machinery",Millwrights,Public Speaking,4.17,25
49-9044.00,51.82,2008,"Wholesale of mining, construction and civil engineering machinery",Millwrights,Face-to-Face Discussions,95.83,100
49-9044.00,51.82,2008,"Wholesale of mining, construction and civil engineering machinery",Millwrights,Contact With Others,54.17,87.5
49-9044.00,51.82,2008,"Wholesale of mining, construction and civil engineering machinery",Millwrights,Work With Work Group or Team,47.83,86.96
49-9044.00,51.82,2008,"Wholesale of mining, construction and civil engineering machinery",Millwrights,Deal With External Customers,4.55,27.28
49-9044.00,51.871,2008,Wholesale of machinery and equipment for energy production and installation,Millwrights,Public Speaking,4.17,25
49-9044.00,51.871,2008,Wholesale of machinery and equipment for energy production and installation,Millwrights,Face-to-Face Discussions,95.83,100
49-9044.00,51.871,2008,Wholesale of machinery and equipment for energy production and installation,Millwrights,Contact With Others,54.17,87.5
49-9044.00,51.871,2008,Wholesale of machinery and equipment for energy production and installation,Millwrights,Work With Work Group or Team,47.83,86.96
49-9044.00,51.871,2008,Wholesale of machinery and equipment for energy production and installation,Millwrights,Deal With External Customers,4.55,27.28
49-9045.00,33.11,2009,Repair of fabricated metal products,"Refractory Materials Repairers, Except Brickmasons",Public Speaking,0,0
49-9045.00,33.11,2009,Repair of fabricated metal products,"Refractory Materials Repairers, Except Brickmasons",Face-to-Face Discussions,62.03,67.6
49-9045.00,33.11,2009,Repair of fabricated metal products,"Refractory Materials Repairers, Except Brickmasons",Contact With Others,43.48,87.21
49-9045.00,33.11,2009,Repair of fabricated metal products,"Refractory Materials Repairers, Except Brickmasons",Work With Work Group or Team,34.28,82.37
49-9045.00,33.11,2009,Repair of fabricated metal products,"Refractory Materials Repairers, Except Brickmasons",Deal With External Customers,0.29,5.76
49-9051.00,42.22,2009,Construction of utility projects for electricity and telecommunications,Electrical Power-Line Installers and Repairers,Public Speaking,0,7.66
49-9051.00,42.22,2009,Construction of utility projects for electricity and telecommunications,Electrical Power-Line Installers and Repairers,Face-to-Face Discussions,90.74,100
49-9051.00,42.22,2009,Construction of utility projects for electricity and telecommunications,Electrical Power-Line Installers and Repairers,Contact With Others,56.86,98.77
49-9051.00,42.22,2009,Construction of utility projects for electricity and telecommunications,Electrical Power-Line Installers and Repairers,Work With Work Group or Team,86.67,99.48
49-9051.00,42.22,2009,Construction of utility projects for electricity and telecommunications,Electrical Power-Line Installers and Repairers,Deal With External Customers,38.98,59.99
49-9051.00,43.21,2009,Electrical installation,Electrical Power-Line Installers and Repairers,Public Speaking,0,7.66
49-9051.00,43.21,2009,Electrical installation,Electrical Power-Line Installers and Repairers,Face-to-Face Discussions,90.74,100
49-9051.00,43.21,2009,Electrical installation,Electrical Power-Line Installers and Repairers,Contact With Others,56.86,98.77
49-9051.00,43.21,2009,Electrical installation,Electrical Power-Line Installers and Repairers,Work With Work Group or Team,86.67,99.48
49-9051.00,43.21,2009,Electrical installation,Electrical Power-Line Installers and Repairers,Deal With External Customers,38.98,59.99
49-9051.00,45.31,2008,Installation of electrical wiring and fittings,Electrical Power-Line Installers and Repairers,Public Speaking,0,7.66
49-9051.00,45.31,2008,Installation of electrical wiring and fittings,Electrical Power-Line Installers and Repairers,Face-to-Face Discussions,90.74,100
49-9051.00,45.31,2008,Installation of electrical wiring and fittings,Electrical Power-Line Installers and Repairers,Contact With Others,56.86,98.77
49-9051.00,45.31,2008,Installation of electrical wiring and fittings,Electrical Power-Line Installers and Repairers,Work With Work Group or Team,86.67,99.48
49-9051.00,45.31,2008,Installation of electrical wiring and fittings,Electrical Power-Line Installers and Repairers,Deal With External Customers,38.98,59.99
49-9051.00,43.21,2008,Electrical installation,Electrical Power-Line Installers and Repairers,Public Speaking,0,7.66
49-9051.00,43.21,2008,Electrical installation,Electrical Power-Line Installers and Repairers,Face-to-Face Discussions,90.74,100
49-9051.00,43.21,2008,Electrical installation,Electrical Power-Line Installers and Repairers,Contact With Others,56.86,98.77
49-9051.00,43.21,2008,Electrical installation,Electrical Power-Line Installers and Repairers,Work With Work Group or Team,86.67,99.48
49-9051.00,43.21,2008,Electrical installation,Electrical Power-Line Installers and Repairers,Deal With External Customers,38.98,59.99
49-9062.00,52.74,2008,Repair n.e.c.,Medical Equipment Repairers,Public Speaking,0,14.77
49-9062.00,52.74,2008,Repair n.e.c.,Medical Equipment Repairers,Face-to-Face Discussions,80.57,92.72
49-9062.00,52.74,2008,Repair n.e.c.,Medical Equipment Repairers,Contact With Others,63.87,87.59
49-9062.00,52.74,2008,Repair n.e.c.,Medical Equipment Repairers,Work With Work Group or Team,61.67,86.74
49-9062.00,52.74,2008,Repair n.e.c.,Medical Equipment Repairers,Deal With External Customers,53.44,63.46
49-9063.00,36.3,2008,Manufacture of musical instruments,Musical Instrument Repairers and Tuners,Public Speaking,0,3.45
49-9063.00,36.3,2008,Manufacture of musical instruments,Musical Instrument Repairers and Tuners,Face-to-Face Discussions,79.31,93.1
49-9063.00,36.3,2008,Manufacture of musical instruments,Musical Instrument Repairers and Tuners,Contact With Others,44.83,68.97
49-9063.00,36.3,2008,Manufacture of musical instruments,Musical Instrument Repairers and Tuners,Work With Work Group or Team,13.79,27.58
49-9063.00,36.3,2008,Manufacture of musical instruments,Musical Instrument Repairers and Tuners,Deal With External Customers,55.17,79.31
49-9064.00,47.771,2009,Retail sale of watches and clocks in specialised stores,Watch and Clock Repairers,Public Speaking,0,0
49-9064.00,47.771,2009,Retail sale of watches and clocks in specialised stores,Watch and Clock Repairers,Face-to-Face Discussions,75.63,85.5
49-9064.00,47.771,2009,Retail sale of watches and clocks in specialised stores,Watch and Clock Repairers,Contact With Others,27.59,42.56
49-9064.00,47.771,2009,Retail sale of watches and clocks in specialised stores,Watch and Clock Repairers,Work With Work Group or Team,26.62,41.12
49-9064.00,47.771,2009,Retail sale of watches and clocks in specialised stores,Watch and Clock Repairers,Deal With External Customers,38.67,61.57
49-9064.00,52.73,2008,"Repair of watches, clocks and jewellery",Watch and Clock Repairers,Public Speaking,0,0
